room_key,protocol,floor_id,device_name,device_id,access_token,room_asset_id,floor_asset_id
b01-f02-r207,mqtt,2,mqtt-b01-f02-r207,84dba0d0-37f4-11f1-b070-631fdef85036,fSJzScoyjiDdzMIfEMyn,84e0d0f0-37f4-11f1-b070-631fdef85036,82fca7a0-37f4-11f1-b070-631fdef85036
b01-f02-r208,mqtt,2,mqtt-b01-f02-r208,84e93560-37f4-11f1-b070-631fdef85036,PLBheJjrqnKf1ri7HvwJ,84ef28d0-37f4-11f1-b070-631fdef85036,82fca7a0-37f4-11f1-b070-631fdef85036
b01-f02-r209,mqtt,2,mqtt-b01-f02-r209,84f80270-37f4-11f1-b070-631fdef85036,rH5i2m48OlzL8JHd403V,84fdf5e0-37f4-11f1-b070-631fdef85036,82fca7a0-37f4-11f1-b070-631fdef85036
b01-f02-r210,mqtt,2,mqtt-b01-f02-r210,85065a50-37f4-11f1-b070-631fdef85036,qRsEMiBzDJzVpY9kvJ7h,850d3820-37f4-11f1-b070-631fdef85036,82fca7a0-37f4-11f1-b070-631fdef85036
b01-f02-r211,coap,2,coap-b01-f02-r211,85172330-37f4-11f1-b070-631fdef85036,FGVv8SklwTWLwYW6sz9R,851f1270-37f4-11f1-b070-631fdef85036,82fca7a0-37f4-11f1-b070-631fdef85036
b01-f02-r212,coap,2,coap-b01-f02-r212,852728c0-37f4-11f1-b070-631fdef85036,mb49I3dx8yxMT8WDnvf1,852cf520-37f4-11f1-b070-631fdef85036,82fca7a0-37f4-11f1-b070-631fdef85036
b01-f02-r213,coap,2,coap-b01-f02-r213,85349640-37f4-11f1-b070-631fdef85036,fIEzprfJ2nJ8Jg9z6lvF,853afee0-37f4-11f1-b070-631fdef85036,82fca7a0-37f4-11f1-b070-631fdef85036
b01-f02-r214,coap,2,coap-b01-f02-r214,85458630-37f4-11f1-b070-631fdef85036,B5TUCS89d4PZWkzK3x8s,854a8f40-37f4-11f1-b070-631fdef85036,82fca7a0-37f4-11f1-b070-631fdef85036
b01-f02-r215,coap,2,coap-b01-f02-r215,85519420-37f4-11f1-b070-631fdef85036,7TuP3YVwRFjgsSRv02dV,8556eb50-37f4-11f1-b070-631fdef85036,82fca7a0-37f4-11f1-b070-631fdef85036
b01-f02-r216,coap,2,coap-b01-f02-r216,855e3e50-37f4-11f1-b070-631fdef85036,BnRAAGMKjcLi8XeNZ4Oi,8562ab20-37f4-11f1-b070-631fdef85036,82fca7a0-37f4-11f1-b070-631fdef85036
b01-f02-r217,coap,2,coap-b01-f02-r217,856961e0-37f4-11f1-b070-631fdef85036,KZdROqfTSuUULMO7kvRM,856dceb0-37f4-11f1-b070-631fdef85036,82fca7a0-37f4-11f1-b070-631fdef85036
b01-f02-r218,coap,2,coap-b01-f02-r218,85743750-37f4-11f1-b070-631fdef85036,OU8M7PRvixroWcbFXTRk,8578cb30-37f4-11f1-b070-631fdef85036,82fca7a0-37f4-11f1-b070-631fdef85036
b01-f02-r219,coap,2,coap-b01-f02-r219,85804540-37f4-11f1-b070-631fdef85036,UqpW2IZWaO4cXUS5ypgH,85852740-37f4-11f1-b070-631fdef85036,82fca7a0-37f4-11f1-b070-631fdef85036
b01-f02-r220,coap,2,coap-b01-f02-r220,858c2c20-37f4-11f1-b070-631fdef85036,aUGWgzu4VmSEZzgB0Ams,8590c000-37f4-11f1-b070-631fdef85036,82fca7a0-37f4-11f1-b070-631fdef85036
b01-f03-r301,mqtt,3,mqtt-b01-f03-r301,8597c4e0-37f4-11f1-b070-631fdef85036,Ry6sMZkWxwIda1UgbdZT,859d6a30-37f4-11f1-b070-631fdef85036,83050c10-37f4-11f1-b070-631fdef85036
b01-f03-r302,mqtt,3,mqtt-b01-f03-r302,85a5a790-37f4-11f1-b070-631fdef85036,E3y6zJ6719KWRizrDLd6,85abc210-37f4-11f1-b070-631fdef85036,83050c10-37f4-11f1-b070-631fdef85036
b01-f03-r303,mqtt,3,mqtt-b01-f03-r303,85b29fe0-37f4-11f1-b070-631fdef85036,uu7QqMSgKCpPJ9CGarHr,85b7a8f0-37f4-11f1-b070-631fdef85036,83050c10-37f4-11f1-b070-631fdef85036
b01-f03-r304,mqtt,3,mqtt-b01-f03-r304,85befbf0-37f4-11f1-b070-631fdef85036,T5PVatNzCa5K3KLo1kwJ,85c45320-37f4-11f1-b070-631fdef85036,83050c10-37f4-11f1-b070-631fdef85036
b01-f03-r305,mqtt,3,mqtt-b01-f03-r305,85cbf440-37f4-11f1-b070-631fdef85036,e8Ga8U9SJWlfWGH4c4iH,85d1c0a0-37f4-11f1-b070-631fdef85036,83050c10-37f4-11f1-b070-631fdef85036
b01-f03-r306,mqtt,3,mqtt-b01-f03-r306,85d913a0-37f4-11f1-b070-631fdef85036,ZSsdEEdBP6xg1OQIj9gU,85dd3250-37f4-11f1-b070-631fdef85036,83050c10-37f4-11f1-b070-631fdef85036
b01-f03-r307,mqtt,3,mqtt-b01-f03-r307,85e43730-37f4-11f1-b070-631fdef85036,fKJoVGLgb6jbKsjs0dt3,85e91930-37f4-11f1-b070-631fdef85036,83050c10-37f4-11f1-b070-631fdef85036
b01-f03-r308,mqtt,3,mqtt-b01-f03-r308,85f12f80-37f4-11f1-b070-631fdef85036,HlsThDIwVqA6IbGxaxqS,85f6d4d0-37f4-11f1-b070-631fdef85036,83050c10-37f4-11f1-b070-631fdef85036
b01-f03-r309,mqtt,3,mqtt-b01-f03-r309,85ff1230-37f4-11f1-b070-631fdef85036,9YFaHI6aL4868oA7YJzJ,86049070-37f4-11f1-b070-631fdef85036,83050c10-37f4-11f1-b070-631fdef85036
b01-f03-r310,mqtt,3,mqtt-b01-f03-r310,860db830-37f4-11f1-b070-631fdef85036,1PJ25zLb6dRZi085w7FS,86130f60-37f4-11f1-b070-631fdef85036,83050c10-37f4-11f1-b070-631fdef85036
b01-f03-r311,coap,3,coap-b01-f03-r311,861b25b0-37f4-11f1-b070-631fdef85036,AMXmDE4L9zoJBp1Q6J31,86216740-37f4-11f1-b070-631fdef85036,83050c10-37f4-11f1-b070-631fdef85036
b01-f03-r312,coap,3,coap-b01-f03-r312,86295680-37f4-11f1-b070-631fdef85036,7r6d06x665lWAYd2ud7G,862e86a0-37f4-11f1-b070-631fdef85036,83050c10-37f4-11f1-b070-631fdef85036
b01-f03-r313,coap,3,coap-b01-f03-r313,863675e0-37f4-11f1-b070-631fdef85036,HIjpYQwqf6xm30RXt7Pa,863ae2b0-37f4-11f1-b070-631fdef85036,83050c10-37f4-11f1-b070-631fdef85036
b01-f03-r314,coap,3,coap-b01-f03-r314,8641e790-37f4-11f1-b070-631fdef85036,IoYFJUypCTKoIl2Hewh0,8646a280-37f4-11f1-b070-631fdef85036,83050c10-37f4-11f1-b070-631fdef85036
b01-f03-r315,coap,3,coap-b01-f03-r315,864e1c90-37f4-11f1-b070-631fdef85036,lDFn5grjrWimapCyOWbq,8652b070-37f4-11f1-b070-631fdef85036,83050c10-37f4-11f1-b070-631fdef85036
b01-f03-r316,coap,3,coap-b01-f03-r316,865a9fb0-37f4-11f1-b070-631fdef85036,I588lgNI6ap1ftmp2tV5,865ee570-37f4-11f1-b070-631fdef85036,83050c10-37f4-11f1-b070-631fdef85036
b01-f03-r317,coap,3,coap-b01-f03-r317,86665f80-37f4-11f1-b070-631fdef85036,dlcchvkdrQ6UcZgH3q9k,866bb6b0-37f4-11f1-b070-631fdef85036,83050c10-37f4-11f1-b070-631fdef85036
b01-f03-r318,coap,3,coap-b01-f03-r318,8673f410-37f4-11f1-b070-631fdef85036,iQaAU0vzcONDfiIlE1pC,867839d0-37f4-11f1-b070-631fdef85036,83050c10-37f4-11f1-b070-631fdef85036
b01-f03-r319,coap,3,coap-b01-f03-r319,86802910-37f4-11f1-b070-631fdef85036,4xzcRnfxvlsrajXM08kX,8684e400-37f4-11f1-b070-631fdef85036,83050c10-37f4-11f1-b070-631fdef85036
b01-f03-r320,coap,3,coap-b01-f03-r320,868c3700-37f4-11f1-b070-631fdef85036,YSzw3ngb2s9sK95FB1V9,86907cc0-37f4-11f1-b070-631fdef85036,83050c10-37f4-11f1-b070-631fdef85036
b01-f04-r401,mqtt,4,mqtt-b01-f04-r401,869844f0-37f4-11f1-b070-631fdef85036,ZuTxvhPRfHs8e3nWMWye,869cb1c0-37f4-11f1-b070-631fdef85036,830d7080-37f4-11f1-b070-631fdef85036
b01-f04-r402,mqtt,4,mqtt-b01-f04-r402,86a42bd0-37f4-11f1-b070-631fdef85036,b6LWaOa1rTDvfWy0wif3,86a90dd0-37f4-11f1-b070-631fdef85036,830d7080-37f4-11f1-b070-631fdef85036
b01-f04-r403,mqtt,4,mqtt-b01-f04-r403,86b0aef0-37f4-11f1-b070-631fdef85036,Dd1oLpeYfdi8BHYsTbjN,86b4cda0-37f4-11f1-b070-631fdef85036,830d7080-37f4-11f1-b070-631fdef85036
b01-f04-r404,mqtt,4,mqtt-b01-f04-r404,86bc6ec0-37f4-11f1-b070-631fdef85036,jkppS9EDD4k3SvuRMJ4I,86c0db90-37f4-11f1-b070-631fdef85036,830d7080-37f4-11f1-b070-631fdef85036
b01-f04-r405,mqtt,4,mqtt-b01-f04-r405,86c82e90-37f4-11f1-b070-631fdef85036,IXEQvBAVshWv2CWt05YJ,86cc9b60-37f4-11f1-b070-631fdef85036,830d7080-37f4-11f1-b070-631fdef85036
b01-f04-r406,mqtt,4,mqtt-b01-f04-r406,86d3a040-37f4-11f1-b070-631fdef85036,QyvUo8SudnDhWLxN2q5V,86d83420-37f4-11f1-b070-631fdef85036,830d7080-37f4-11f1-b070-631fdef85036
b01-f04-r407,mqtt,4,mqtt-b01-f04-r407,86e02360-37f4-11f1-b070-631fdef85036,nHqjnZ946wISbOY9p8zS,86e4de50-37f4-11f1-b070-631fdef85036,830d7080-37f4-11f1-b070-631fdef85036
b01-f04-r408,mqtt,4,mqtt-b01-f04-r408,86ec0a40-37f4-11f1-b070-631fdef85036,ITVOhQ5qcdSquxS2ZEdK,86f028f0-37f4-11f1-b070-631fdef85036,830d7080-37f4-11f1-b070-631fdef85036
b01-f04-r409,mqtt,4,mqtt-b01-f04-r409,86f7f120-37f4-11f1-b070-631fdef85036,oNVJJrXliQ0WxixYrMiS,86fcac10-37f4-11f1-b070-631fdef85036,830d7080-37f4-11f1-b070-631fdef85036
b01-f04-r410,mqtt,4,mqtt-b01-f04-r410,8703d800-37f4-11f1-b070-631fdef85036,CQH0d9ZcgD7o9EYc80k9,870844d0-37f4-11f1-b070-631fdef85036,830d7080-37f4-11f1-b070-631fdef85036
b01-f04-r411,coap,4,coap-b01-f04-r411,870f49b0-37f4-11f1-b070-631fdef85036,JGVL5PtxALBYNuZxqNjy,87136860-37f4-11f1-b070-631fdef85036,830d7080-37f4-11f1-b070-631fdef85036
b01-f04-r412,coap,4,coap-b01-f04-r412,871abb60-37f4-11f1-b070-631fdef85036,0093vyMRr0MwqTgLL8ib,871f0120-37f4-11f1-b070-631fdef85036,830d7080-37f4-11f1-b070-631fdef85036
b01-f04-r413,coap,4,coap-b01-f04-r413,87265420-37f4-11f1-b070-631fdef85036,Tkd49jJ2V9PuhHzqqtpI,872ac0f0-37f4-11f1-b070-631fdef85036,830d7080-37f4-11f1-b070-631fdef85036
b01-f04-r414,coap,4,coap-b01-f04-r414,8731c5d0-37f4-11f1-b070-631fdef85036,2uYEbrmJLKEySSAVjvYO,8736a7d0-37f4-11f1-b070-631fdef85036,830d7080-37f4-11f1-b070-631fdef85036
b01-f04-r415,coap,4,coap-b01-f04-r415,873d85a0-37f4-11f1-b070-631fdef85036,mIHurVoC8ptwoSQwO1Pj,8741f270-37f4-11f1-b070-631fdef85036,830d7080-37f4-11f1-b070-631fdef85036
b01-f04-r416,coap,4,coap-b01-f04-r416,8749baa0-37f4-11f1-b070-631fdef85036,lwQIXiRBKNtkuhbxmvTA,874e7590-37f4-11f1-b070-631fdef85036,830d7080-37f4-11f1-b070-631fdef85036
b01-f04-r417,coap,4,coap-b01-f04-r417,8755efa0-37f4-11f1-b070-631fdef85036,eobjI1AIk0cOI5aEQwo3,875ad1a0-37f4-11f1-b070-631fdef85036,830d7080-37f4-11f1-b070-631fdef85036
b01-f04-r418,coap,4,coap-b01-f04-r418,876272c0-37f4-11f1-b070-631fdef85036,CrTRLxQYmazPew8E3o0v,8766b880-37f4-11f1-b070-631fdef85036,830d7080-37f4-11f1-b070-631fdef85036
b01-f04-r419,coap,4,coap-b01-f04-r419,876d9650-37f4-11f1-b070-631fdef85036,N6i91lxljmC8UoTvj8zM,8771dc10-37f4-11f1-b070-631fdef85036,830d7080-37f4-11f1-b070-631fdef85036
b01-f04-r420,coap,4,coap-b01-f04-r420,8779a440-37f4-11f1-b070-631fdef85036,0YiHkz6CIIK0j9235xHF,877d74d0-37f4-11f1-b070-631fdef85036,830d7080-37f4-11f1-b070-631fdef85036
b01-f05-r501,mqtt,5,mqtt-b01-f05-r501,87858b20-37f4-11f1-b070-631fdef85036,XAB4JWLhQghYJVQUgjMk,878b7e90-37f4-11f1-b070-631fdef85036,831586d0-37f4-11f1-b070-631fdef85036
b01-f05-r502,mqtt,5,mqtt-b01-f05-r502,87919910-37f4-11f1-b070-631fdef85036,2tIeNndTgf25phQwaMIA,87962cf0-37f4-11f1-b070-631fdef85036,831586d0-37f4-11f1-b070-631fdef85036
b01-f05-r503,mqtt,5,mqtt-b01-f05-r503,879df520-37f4-11f1-b070-631fdef85036,5qQ58Qv8KMoTJtQ15KYP,87a23ae0-37f4-11f1-b070-631fdef85036,831586d0-37f4-11f1-b070-631fdef85036
b01-f05-r504,mqtt,5,mqtt-b01-f05-r504,87a8f1a0-37f4-11f1-b070-631fdef85036,rMWWcieBGc9LStFBiDno,87acc230-37f4-11f1-b070-631fdef85036,831586d0-37f4-11f1-b070-631fdef85036
b01-f05-r505,mqtt,5,mqtt-b01-f05-r505,87b3ee20-37f4-11f1-b070-631fdef85036,TlgQxAOp5zb7YOPy1hXL,87b7beb0-37f4-11f1-b070-631fdef85036,831586d0-37f4-11f1-b070-631fdef85036
b01-f05-r506,mqtt,5,mqtt-b01-f05-r506,87be2750-37f4-11f1-b070-631fdef85036,rStxRRo8uNH4LuNeXd3o,87c29420-37f4-11f1-b070-631fdef85036,831586d0-37f4-11f1-b070-631fdef85036
b01-f05-r507,mqtt,5,mqtt-b01-f05-r507,87cb1fa0-37f4-11f1-b070-631fdef85036,GUq7e0bHpXMIOWRk4MpM,87d028b0-37f4-11f1-b070-631fdef85036,831586d0-37f4-11f1-b070-631fdef85036
b01-f05-r508,mqtt,5,mqtt-b01-f05-r508,87d7a2c0-37f4-11f1-b070-631fdef85036,FMaK3OlO2yGZrbshlRoV,87dbe880-37f4-11f1-b070-631fdef85036,831586d0-37f4-11f1-b070-631fdef85036
b01-f05-r509,mqtt,5,mqtt-b01-f05-r509,87e2ed60-37f4-11f1-b070-631fdef85036,3RPWn3Na3Ah5IdimkOG7,87e6e500-37f4-11f1-b070-631fdef85036,831586d0-37f4-11f1-b070-631fdef85036
b01-f05-r510,mqtt,5,mqtt-b01-f05-r510,87edc2d0-37f4-11f1-b070-631fdef85036,egg9n7DCS7XjDRWM1FeT,87f2a4d0-37f4-11f1-b070-631fdef85036,831586d0-37f4-11f1-b070-631fdef85036
b01-f05-r511,coap,5,coap-b01-f05-r511,87fc1ab0-37f4-11f1-b070-631fdef85036,S4wpXnwUhXJZftX8QpXE,880394c0-37f4-11f1-b070-631fdef85036,831586d0-37f4-11f1-b070-631fdef85036
b01-f05-r512,coap,5,coap-b01-f05-r512,880e4320-37f4-11f1-b070-631fdef85036,63Ln0hudM59JcTK7kZX5,8813c160-37f4-11f1-b070-631fdef85036,831586d0-37f4-11f1-b070-631fdef85036
b01-f05-r513,coap,5,coap-b01-f05-r513,881b8990-37f4-11f1-b070-631fdef85036,YAOkgg1CndaXwQ2f6zSy,881f3310-37f4-11f1-b070-631fdef85036,831586d0-37f4-11f1-b070-631fdef85036
b01-f05-r514,coap,5,coap-b01-f05-r514,8824ff70-37f4-11f1-b070-631fdef85036,Hf1RJQGPLDVtWvjmU1vp,8828d000-37f4-11f1-b070-631fdef85036,831586d0-37f4-11f1-b070-631fdef85036
b01-f05-r515,coap,5,coap-b01-f05-r515,882f86c0-37f4-11f1-b070-631fdef85036,w3FaUMQuuYOXFwBSdQtk,8833a570-37f4-11f1-b070-631fdef85036,831586d0-37f4-11f1-b070-631fdef85036
b01-f05-r516,coap,5,coap-b01-f05-r516,8839e700-37f4-11f1-b070-631fdef85036,V4fA9h12bbT610LekG7a,883e05b0-37f4-11f1-b070-631fdef85036,831586d0-37f4-11f1-b070-631fdef85036
b01-f05-r517,coap,5,coap-b01-f05-r517,88449560-37f4-11f1-b070-631fdef85036,wMrqP2elQO3cAOAjkAHo,884865f0-37f4-11f1-b070-631fdef85036,831586d0-37f4-11f1-b070-631fdef85036
b01-f05-r518,coap,5,coap-b01-f05-r518,884ea780-37f4-11f1-b070-631fdef85036,KNUSQ4qa12eDI00x4Sxw,88527810-37f4-11f1-b070-631fdef85036,831586d0-37f4-11f1-b070-631fdef85036
b01-f05-r519,coap,5,coap-b01-f05-r519,885955e0-37f4-11f1-b070-631fdef85036,fordvxjlVFuyPsv0m27K,885e5ef0-37f4-11f1-b070-631fdef85036,831586d0-37f4-11f1-b070-631fdef85036
b01-f05-r520,coap,5,coap-b01-f05-r520,886563d0-37f4-11f1-b070-631fdef85036,BkqGr5l2LA7uZMPQzVHO,8869f7b0-37f4-11f1-b070-631fdef85036,831586d0-37f4-11f1-b070-631fdef85036
b01-f06-r601,mqtt,6,mqtt-b01-f06-r601,8871bfe0-37f4-11f1-b070-631fdef85036,wRVAcEXITY3GnJeYurpI,88762cb0-37f4-11f1-b070-631fdef85036,831c3d90-37f4-11f1-b070-631fdef85036
b01-f06-r602,mqtt,6,mqtt-b01-f06-r602,887baaf0-37f4-11f1-b070-631fdef85036,KKghCut538FlV4ZdWPCJ,887f5470-37f4-11f1-b070-631fdef85036,831c3d90-37f4-11f1-b070-631fdef85036
b01-f06-r603,mqtt,6,mqtt-b01-f06-r603,888520d0-37f4-11f1-b070-631fdef85036,JigRaFcktoFL9Y4IfTHd,8888a340-37f4-11f1-b070-631fdef85036,831c3d90-37f4-11f1-b070-631fdef85036
b01-f06-r604,mqtt,6,mqtt-b01-f06-r604,888f0be0-37f4-11f1-b070-631fdef85036,oKyTBAfs7BmEAO2P5zkN,88932a90-37f4-11f1-b070-631fdef85036,831c3d90-37f4-11f1-b070-631fdef85036
b01-f06-r605,mqtt,6,mqtt-b01-f06-r605,88996c20-37f4-11f1-b070-631fdef85036,obFGbRNLv4JREiI3TOM1,889db1e0-37f4-11f1-b070-631fdef85036,831c3d90-37f4-11f1-b070-631fdef85036
b01-f06-r606,mqtt,6,mqtt-b01-f06-r606,88a468a0-37f4-11f1-b070-631fdef85036,2GyN0qrNKtsCVnQ4Kxw8,88a83930-37f4-11f1-b070-631fdef85036,831c3d90-37f4-11f1-b070-631fdef85036
b01-f06-r607,mqtt,6,mqtt-b01-f06-r607,88b00160-37f4-11f1-b070-631fdef85036,aswUkFHA8x52vOZSewwS,88b4bc50-37f4-11f1-b070-631fdef85036,831c3d90-37f4-11f1-b070-631fdef85036
b01-f06-r608,mqtt,6,mqtt-b01-f06-r608,88bc5d70-37f4-11f1-b070-631fdef85036,bg3VoO3RulRfpV3TVmQd,88c0f150-37f4-11f1-b070-631fdef85036,831c3d90-37f4-11f1-b070-631fdef85036
b01-f06-r609,mqtt,6,mqtt-b01-f06-r609,88c8e090-37f4-11f1-b070-631fdef85036,amrbGNIOaEG91ZNulx33,88cd7470-37f4-11f1-b070-631fdef85036,831c3d90-37f4-11f1-b070-631fdef85036
b01-f06-r610,mqtt,6,mqtt-b01-f06-r610,88d5d8e0-37f4-11f1-b070-631fdef85036,e7qAXgMvjQqxdMFrXJhk,88da1ea0-37f4-11f1-b070-631fdef85036,831c3d90-37f4-11f1-b070-631fdef85036
b01-f06-r611,coap,6,coap-b01-f06-r611,88e1bfc0-37f4-11f1-b070-631fdef85036,wCbTUCFI9JZ806DPYRFl,88e6efe0-37f4-11f1-b070-631fdef85036,831c3d90-37f4-11f1-b070-631fdef85036
b01-f06-r612,coap,6,coap-b01-f06-r612,88ef0630-37f4-11f1-b070-631fdef85036,JIW0wpiWy7HPGrbprIHP,88f3e830-37f4-11f1-b070-631fdef85036,831c3d90-37f4-11f1-b070-631fdef85036
b01-f06-r613,coap,6,coap-b01-f06-r613,88fc4ca0-37f4-11f1-b070-631fdef85036,3a3aQJEzbqD9I1mDvkYj,8900b970-37f4-11f1-b070-631fdef85036,831c3d90-37f4-11f1-b070-631fdef85036
b01-f06-r614,coap,6,coap-b01-f06-r614,89080c70-37f4-11f1-b070-631fdef85036,NNPd3IZPhMcrckjMJsAS,890c5230-37f4-11f1-b070-631fdef85036,831c3d90-37f4-11f1-b070-631fdef85036
b01-f06-r615,coap,6,coap-b01-f06-r615,8913cc40-37f4-11f1-b070-631fdef85036,tdceTH8V8Pci8Rj3DZiZ,89186020-37f4-11f1-b070-631fdef85036,831c3d90-37f4-11f1-b070-631fdef85036
b01-f06-r616,coap,6,coap-b01-f06-r616,89207670-37f4-11f1-b070-631fdef85036,FFHDp4laL9KocxcfL0EH,89250a50-37f4-11f1-b070-631fdef85036,831c3d90-37f4-11f1-b070-631fdef85036
